x	y	w	h	content
1574	1327	54	41	his
1636	1327	138	40	friend,
1782	1326	73	40	For
1911	1325	49	41	he
1967	1325	85	40	may
2069	1324	42	41	re
2119	1324	12	41	-
755	1377	82	34	door,
915	1372	62	39	He
1020	1371	57	40	did
1084	1370	67	41	not
1159	1369	46	41	be
1213	1369	26	41	-
1246	1368	96	42	lieve
1356	1368	83	41	that
1451	1367	47	42	he
1505	1367	68	41	had
1580	1366	170	41	received,
1757	1365	88	41	From
1865	1365	65	40	the
1937	1365	147	38	Prophet
2091	1365	21	38	a
750	1417	71	30	rian
831	1414	15	32	?
910	1412	91	37	Your
1006	1411	154	38	sickness
1166	1410	37	39	in
1216	1410	19	39	-
1240	1410	101	39	jures
1354	1409	83	40	both
1448	1408	112	41	bod-y
1583	1407	67	41	and
1655	1407	103	40	soul,
1781	1406	79	41	And
1868	1405	117	40	makes
1991	1404	69	41	you
2068	1403	71	41	feel
742	1717	53	42	all
803	1717	44	42	of
855	1716	66	42	his
935	1716	104	42	host:
1064	1716	68	42	Oh,
1141	1716	76	42	my!
1226	1715	85	42	what
1319	1715	22	42	a
1349	1715	82	42	sight,
1440	1714	49	42	his
1497	1714	96	42	disease
1602	1713	76	42	made
1687	1713	57	42	him
1756	1713	92	41	white,
1857	1712	60	41	No
1934	1711	106	41	doctor
2049	1711	96	40	could
714	1761	87	39	lieve
808	1760	55	40	me
870	1759	50	41	no
946	1758	113	42	doubt:
1066	1757	50	43	So
1131	1757	50	43	he
1188	1757	90	42	went
1285	1756	68	43	and
1360	1755	90	43	called
1457	1755	34	43	on
1498	1755	46	42	the
1551	1755	133	41	servant
1691	1754	38	42	of
1736	1754	84	41	God,
1827	1754	76	40	And
1910	1754	69	39	E-li
1986	1753	14	39	-
2007	1753	66	38	sha
2088	1753	37	38	re
2132	1753	14	37	-
736	1801	64	38	per
819	1800	25	39	-
850	1800	77	39	fect
936	1799	103	41	cure,
1048	1799	57	41	He
1112	1798	94	42	tho't
1212	1798	77	42	that
1295	1797	60	42	the
1361	1797	108	42	rivers
1476	1796	96	42	down
1579	1795	37	43	in
1623	1795	54	42	his
1684	1794	74	42	own
1765	1794	90	41	land,
1863	1793	92	41	Were
1963	1792	115	40	better
2090	1792	54	39	be-
693	1841	181	40	loathsome
882	1840	65	41	and
954	1839	104	42	mean,
1066	1839	36	42	If
1110	1838	65	43	you
1182	1838	65	43	feel
1255	1838	67	43	you
1330	1837	55	43	are
1392	1837	78	43	lost,
1477	1837	73	42	just
1557	1836	123	42	shoulder
1687	1836	45	41	the
1739	1836	94	40	cross,
1845	1835	81	39	And
1938	1835	40	39	Je
1985	1835	16	38	-
2008	1835	60	37	sus
2075	1835	71	36	will
693	2167	77	40	help
778	2167	64	40	him
861	2167	72	41	I've
941	2168	100	40	seen,
1052	2167	59	41	He
1138	2167	120	41	nev-er
1267	2167	61	41	did
1339	2167	85	41	pray
1435	2166	66	42	and
1510	2166	43	42	he
1562	2165	79	42	knew
1650	2165	45	42	not
1704	2164	45	43	the
1758	2164	77	42	way,
1844	2163	45	43	To
1898	2162	53	43	get
1960	2162	37	43	in
2012	2161	11	44	-
2032	2161	35	43	to
2076	2160	58	44	the
693	2206	103	40	fused
809	2206	42	41	to
872	2207	48	40	be
938	2207	92	40	seen,
1038	2207	66	40	But
1111	2207	48	40	he
1167	2207	100	39	lifted
1274	2207	54	39	his
1335	2207	104	39	burden
1445	2206	54	39	and
1506	2206	59	39	sent
1572	2206	64	38	him
1653	2205	41	39	to
1701	2205	133	38	Jordan,
1840	2204	49	38	To
1895	2203	89	38	wash
1990	2202	41	39	in
2040	2201	65	39	the
695	2250	93	37	cause
796	2249	66	38	they
870	2249	69	39	were
946	2249	88	39	clean,
1042	2249	38	39	It
1087	2249	67	39	was
1161	2248	70	40	just
1238	2248	103	40	about
1348	2247	99	40	night
1453	2246	80	41	when
1539	2246	35	41	he
1580	2245	46	41	got
1633	2245	39	41	in
1678	2245	59	40	the
1743	2244	92	40	light
1841	2243	59	41	And
1905	2242	117	40	plunged
2027	2241	55	40	into
2087	2240	55	40	the
688	2291	74	35	then
772	2291	102	35	make
881	2291	64	36	you
955	2291	99	36	clean,
1062	2291	35	36	If
1104	2291	62	36	you
1175	2290	58	37	feel
1240	2290	53	37	you
1300	2290	51	37	are
1358	2289	88	38	sick,
1453	2289	71	38	just
1531	2288	96	38	come
1633	2287	101	39	along
1743	2286	111	39	quick,
1860	2284	75	40	And
1943	2283	61	40	get
2010	2282	74	40	into
2090	2281	61	40	the
1057	2447	143	36	CHORUS.
661	2571	24	41	J
707	2616	129	36	beau-ti
843	2616	14	36	-
864	2616	54	37	ful
925	2616	136	38	stream.
1068	2615	50	40	Go
1128	2615	86	40	wash
1223	2615	34	40	in
1271	2615	57	40	the
1335	2614	193	40	beautiful
1535	2613	129	41	stream,
1671	2612	53	41	Go
1730	2611	87	41	wash
1826	2610	34	41	in
1871	2610	60	40	the
1937	2609	182	38	beautiful
694	2929	127	35	stream,
827	2928	36	36	O,
870	2928	156	36	Naaman,
1033	2927	33	38	O,
1073	2927	158	38	Naaman,
1238	2926	42	39	go
1289	2926	78	39	down
1374	2925	57	39	and
1439	2925	88	39	wash,
1535	2925	50	39	Go
1595	2925	86	39	wash
1693	2924	35	39	in
1740	2924	59	39	the
1807	2924	166	38	beautiful
1981	2924	128	37	stream.
1109	3101	178	41	Copyright,
1296	3101	74	41	1901.
1378	3101	47	40	by
1433	3101	36	40	C.
1477	3101	41	40	A.
1526	3101	143	40	Tindley.
