x	y	w	h	content
778	1308	81	44	has
866	1308	117	45	taken
996	1310	80	44	and
1089	1310	53	44	all
1150	1311	67	44	my
1230	1312	160	43	sorrows
475	1347	143	41	borne;
394	1391	43	36	In
452	1390	191	40	temtation
659	1389	96	42	He's
763	1389	64	43	my
847	1389	131	45	strong
1001	1390	75	44	and
1089	1390	142	45	mighty
1245	1392	130	44	tower;
446	1424	89	44	I've
548	1425	61	45	all
617	1426	67	45	for
692	1426	78	46	Him
794	1428	203	47	forsaken,
1004	1430	87	45	I've
1098	1431	59	44	all
1164	1432	68	43	my
1241	1432	107	43	idols
1354	1434	90	40	torn
393	1469	98	40	From
514	1470	63	40	my
595	1470	114	41	heart
717	1471	78	41	and
806	1471	78	41	now
905	1472	57	41	He
973	1472	116	42	keeps
1097	1473	60	41	me
1168	1473	53	41	by
1234	1473	63	42	His
484	1511	139	38	power.
437	1548	98	43	Tho'
542	1548	61	44	all
610	1548	68	45	the
688	1548	120	46	world
818	1549	180	47	forsakes
1005	1550	82	47	me,
1094	1551	79	47	and
1184	1552	122	47	Satan
1319	1553	136	46	tempts
1462	1555	58	44	me
490	1596	111	39	sore,
397	1627	116	43	Thro'
522	1627	113	44	Jesus
647	1628	24	44	I
680	1628	108	45	shall
796	1628	128	46	safely
932	1629	114	47	reach
1060	1630	66	47	the
1137	1631	108	47	goal;
447	1666	98	45	He's
552	1668	64	45	the
623	1669	92	45	Lily
726	1670	52	45	of
786	1671	153	46	Valley,
948	1673	65	45	the
1022	1673	136	46	bright
1167	1675	76	44	and
1259	1675	121	44	morn-
507	1711	69	40	ing
593	1712	108	43	Star.
391	1748	96	42	He's
495	1748	65	43	the
569	1748	139	44	fairest
717	1748	48	44	of
774	1748	62	45	ten
848	1749	193	46	thousand
1050	1750	46	46	to
1105	1750	64	47	my
1185	1751	94	48	soul.
1289	1752	28	47	-
388	1788	166	44	3-He'll
563	1791	132	42	never,
704	1793	121	41	never
834	1794	113	40	leave
955	1795	77	40	me,
1040	1795	80	41	nor
1128	1796	65	40	yet
1201	1796	159	41	forsake
1368	1795	57	43	me
507	1831	110	42	here,
471	1870	130	42	While
610	1869	25	44	I
642	1869	85	45	live
734	1869	53	46	by
799	1870	98	46	faith
912	1870	79	47	and
1004	1871	50	46	do
1067	1871	76	47	His
1151	1872	152	46	blessed
1321	1874	90	44	will;
391	1912	26	39	A
432	1912	92	41	wall
532	1913	48	40	of
588	1913	77	41	fire
675	1914	123	41	about
805	1914	82	42	me,
894	1915	85	42	I've
986	1915	162	43	nothing
1165	1915	80	43	now
1262	1915	41	43	to
1321	1915	90	44	fear,
469	1949	104	43	With
588	1951	73	42	His
668	1952	144	43	manna
825	1953	62	43	He
894	1953	67	44	my
971	1953	152	44	hungry
1136	1953	94	44	soul
1237	1953	112	44	shall
1360	1952	61	44	fill.
389	1992	117	41	When
519	1992	171	43	crowned
704	1992	46	43	at
756	1992	82	43	last
844	1993	44	43	in
901	1993	116	43	glory
1028	1993	78	43	I'll
1111	1993	68	43	see
1187	1994	75	42	His
1267	1994	153	41	blessed
505	2033	107	39	face,
459	2071	138	41	Where
605	2070	130	43	rivers
743	2071	51	43	of
805	2071	143	44	delight
956	2072	106	44	shall
1070	2073	92	44	ever
1170	2074	100	45	roll;
387	2111	95	43	He's
490	2112	67	43	the
566	2112	92	43	Lily
669	2113	44	42	of
723	2113	68	43	the
807	2113	152	44	Valley,
969	2114	65	44	the
1045	2115	134	45	bright
1190	2116	73	45	and
1274	2116	176	47	morning
486	2152	116	41	Star,
381	2189	96	46	He's
486	2189	65	46	the
560	2189	140	47	fairest
709	2190	48	46	of
766	2190	65	47	ten
843	2190	194	49	thousand
1046	2191	41	48	to
1097	2191	68	49	my
1174	2191	95	50	soul.
1279	2192	29	49	-
735	2272	143	59	NO.
889	2273	84	58	26
64	2347	241	46	1-Amazing
315	2346	136	47	grace;
461	2346	83	46	how
557	2345	83	47	how
653	2345	111	47	sweet
774	2345	64	47	the
848	2345	259	48	|3-Through
1118	2346	119	47	many
1264	2346	174	48	dangers,
1450	2347	100	48	toils
1571	2347	72	49	and
144	2400	142	39	sound;
951	2388	151	45	snares,
108	2447	92	44	That
208	2448	122	43	saved
340	2448	30	43	a
377	2448	131	43	wretch
518	2447	82	44	like
607	2446	76	45	me;
912	2428	24	39	I
945	2428	99	40	have
1058	2428	155	42	already
1226	2428	126	44	come;
67	2500	22	44	I
95	2500	97	44	once
199	2499	82	44	was
288	2498	96	45	lost,
391	2497	71	46	but
469	2497	84	46	now
580	2497	28	46	I
615	2497	53	46	am
704	2497	116	46	found
889	2467	69	42	Tis
967	2467	116	43	grace
1091	2468	94	43	hath
1196	2468	166	44	brought
1370	2468	67	44	me
1445	2468	86	45	safe
1553	2467	95	47	thus
105	2549	97	45	Was
212	2548	129	46	blind,
351	2547	67	48	out
428	2547	82	48	now
526	2549	19	47	I
556	2549	66	48	see.
948	2514	80	43	far,
913	2568	84	41	And
1010	2567	118	45	grace
1135	2567	84	46	will
1226	2568	93	46	lead
1326	2569	66	45	me
1399	2569	121	45	home.
64	2608	184	46	2-'Twas
255	2609	113	47	grace
376	2610	88	48	that
472	2611	144	50	taught
630	2613	67	50	my
720	2614	121	52	heart
870	2617	165	52	4_Yea,
1058	2620	103	52	when
1188	2622	86	52	this
1292	2625	97	51	flesh
1430	2628	77	49	and
1532	2630	107	48	heart
153	2661	42	41	to
207	2662	101	42	fear,
110	2712	84	42	And
203	2712	111	42	grace
322	2712	62	42	my
398	2711	106	43	fears
512	2711	177	45	relieved;
949	2677	111	45	shall
1070	2678	89	45	fail,
910	2721	84	41	And
1002	2719	144	44	mortal
1154	2717	73	47	life
1238	2717	103	49	shall
1349	2717	122	52	cease,
63	2759	86	43	How
166	2760	177	45	precious
354	2761	64	45	did
426	2762	94	45	that
535	2763	116	46	grace
676	2764	169	47	appear,
865	2765	27	47	I
901	2766	104	47	shall
1014	2767	155	48	possess
1178	2768	127	48	within
1319	2769	69	48	the
1397	2770	85	47	vail,
106	2808	74	47	The
189	2809	103	47	hour
301	2810	22	46	I
332	2811	90	46	first
431	2811	183	47	believed.
906	2816	30	46	A
947	2817	74	46	life
1029	2819	47	45	of
1085	2820	70	45	joy
1166	2821	82	45	and
1257	2822	126	44	peace.
495	2872	141	46	5-The
645	2875	110	45	earth
769	2876	107	45	shall
884	2878	99	45	soon
994	2879	175	46	pissolve
1178	2880	76	46	like
578	2921	92	36	snow
560	2956	77	40	The
647	2956	69	42	sun
731	2957	155	44	forbear
897	2959	43	43	to
953	2959	127	47	shine;
502	2994	78	42	But
590	2996	87	41	God
686	2998	84	40	who
780	3000	128	39	called
918	3001	56	40	me
984	3002	92	41	here
1086	3002	136	45	below,
562	3039	98	38	Will
668	3039	51	38	be
730	3039	151	41	forever
890	3041	109	44	mine.
